sample,dataset,fastq_1,fastq_2
Kol12,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656781_SRR10995676_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656781_SRR10995676_2.fastq.gz
Kol12,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656781_SRR10995677_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656781_SRR10995677_2.fastq.gz
Kol12,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656781_SRR10995678_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656781_SRR10995678_2.fastq.gz
Kol13,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656782_SRR10995679_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656782_SRR10995679_2.fastq.gz
Kol13,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656782_SRR10995680_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656782_SRR10995680_2.fastq.gz
Kol13,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656782_SRR10995681_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656782_SRR10995681_2.fastq.gz
Kol13,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656782_SRR10995682_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656782_SRR10995682_2.fastq.gz
Kol14,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656783_SRR10995683_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656783_SRR10995683_2.fastq.gz
Kol14,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656783_SRR10995684_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656783_SRR10995684_2.fastq.gz
Kol14,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656783_SRR10995685_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656783_SRR10995685_2.fastq.gz
Kol14,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656783_SRR10995686_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656783_SRR10995686_2.fastq.gz
Kol15,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656784_SRR10995687_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656784_SRR10995687_2.fastq.gz
Kol15,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656784_SRR10995688_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656784_SRR10995688_2.fastq.gz
Kol15,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656784_SRR10995689_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656784_SRR10995689_2.fastq.gz
Kol15,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656784_SRR10995690_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656784_SRR10995690_2.fastq.gz
Kol16,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656785_SRR10995691_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656785_SRR10995691_2.fastq.gz
Kol16,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656785_SRR10995692_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656785_SRR10995692_2.fastq.gz
Kol16,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656785_SRR10995693_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656785_SRR10995693_2.fastq.gz
Kol16,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656785_SRR10995694_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656785_SRR10995694_2.fastq.gz
Kol17,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656786_SRR10995695_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656786_SRR10995695_2.fastq.gz
Kol17,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656786_SRR10995696_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656786_SRR10995696_2.fastq.gz
Kol17,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656786_SRR10995697_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656786_SRR10995697_2.fastq.gz
Kol17,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656786_SRR10995698_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656786_SRR10995698_2.fastq.gz
Kol18,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656787_SRR10995699_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656787_SRR10995699_2.fastq.gz
Kol18,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656787_SRR10995700_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656787_SRR10995700_2.fastq.gz
Kol18,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656787_SRR10995701_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656787_SRR10995701_2.fastq.gz
Kol18,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656787_SRR10995702_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656787_SRR10995702_2.fastq.gz
Malm01,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101117_SRR12618082.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101117_SRR12618083.fastq.gz
Malm02,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101118_SRR12618084.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101118_SRR12618085.fastq.gz
Malm03,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101119_SRR12618086.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101119_SRR12618087.fastq.gz
Malm04,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101120_SRR12618088.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101120_SRR12618089.fastq.gz
Malm05,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101121_SRR12618090.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101121_SRR12618091.fastq.gz
Malm06,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101121_SRR12618092.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101121_SRR12618093.fastq.gz
Malm07,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101122_SRR12618094.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101122_SRR12618095.fastq.gz
Malm08,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101123_SRR12618096.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101123_SRR12618097.fastq.gz
Malm09,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101124_SRR12618098.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101124_SRR12618099.fastq.gz
Malm10,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101125_SRR12618100.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101125_SRR12618101.fastq.gz
Malm11,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101126_SRR12618102.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101126_SRR12618103.fastq.gz
Malm12,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101127_SRR12618104.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101127_SRR12618105.fastq.gz
Malm13,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101128_SRR12618106.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101128_SRR12618107.fastq.gz
Malm14,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101129_SRR12618108.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101129_SRR12618109.fastq.gz
Malm15,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101129_SRR12618110.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101129_SRR12618111.fastq.gz
Malm16,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101130_SRR12618112.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101130_SRR12618113.fastq.gz
Malm17,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101131_SRR12618114.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101131_SRR12618115.fastq.gz
Malm18,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101132_SRR12618116.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101132_SRR12618117.fastq.gz
Malm20,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101133_SRR12618120.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101133_SRR12618121.fastq.gz
Malm21,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101134_SRR12618122.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101134_SRR12618123.fastq.gz
Malm22,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101135_SRR12618124.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101135_SRR12618125.fastq.gz
Malm23,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101136_SRR12618126.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101136_SRR12618127.fastq.gz
Malm24,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101137_SRR12618128.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101137_SRR12618129.fastq.gz
Malm25,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101138_SRR12618130.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101138_SRR12618131.fastq.gz
Malm26,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101139_SRR12618132.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101139_SRR12618133.fastq.gz
Malm27,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101140_SRR12618134.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101140_SRR12618135.fastq.gz
Malm28,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101141_SRR12618136.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101141_SRR12618137.fastq.gz
Malm29,Malm,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101142_SRR12618138.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX9101142_SRR12618139.fastq.gz
Hofer001,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample001_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample001_Run1_R2.fastq.gz
Hofer001,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample001_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample001_Run2_R2.fastq.gz
Hofer001,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample001_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample001_Run3_R2.fastq.gz
Hofer002,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample002_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample002_Run1_R2.fastq.gz
Hofer002,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample002_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample002_Run2_R2.fastq.gz
Hofer002,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample002_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample002_Run3_R2.fastq.gz
Hofer003,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample003_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample003_Run1_R2.fastq.gz
Hofer003,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample003_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample003_Run2_R2.fastq.gz
Hofer003,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample003_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample003_Run3_R2.fastq.gz
Hofer004,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample004_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample004_Run1_R2.fastq.gz
Hofer004,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample004_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample004_Run2_R2.fastq.gz
Hofer004,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample004_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample004_Run3_R2.fastq.gz
Hofer005,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample005_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample005_Run1_R2.fastq.gz
Hofer005,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample005_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample005_Run2_R2.fastq.gz
Hofer005,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample005_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample005_Run3_R2.fastq.gz
Hofer006,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample006_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample006_Run1_R2.fastq.gz
Hofer006,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample006_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample006_Run2_R2.fastq.gz
Hofer006,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample006_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample006_Run3_R2.fastq.gz
Hofer007,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample007_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample007_Run1_R2.fastq.gz
Hofer007,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample007_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample007_Run2_R2.fastq.gz
Hofer007,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample007_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample007_Run3_R2.fastq.gz
Hofer008,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample008_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample008_Run1_R2.fastq.gz
Hofer008,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample008_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample008_Run2_R2.fastq.gz
Hofer008,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample008_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample008_Run3_R2.fastq.gz
Hofer009,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample009_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample009_Run1_R2.fastq.gz
Hofer009,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample009_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample009_Run2_R2.fastq.gz
Hofer009,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample009_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample009_Run3_R2.fastq.gz
Hofer010,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample010_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample010_Run1_R2.fastq.gz
Hofer010,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample010_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample010_Run2_R2.fastq.gz
Hofer010,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample010_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample010_Run3_R2.fastq.gz
Hofer011,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample011_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample011_Run1_R2.fastq.gz
Hofer011,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample011_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample011_Run2_R2.fastq.gz
Hofer011,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample011_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample011_Run3_R2.fastq.gz
Hofer012,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample012_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample012_Run1_R2.fastq.gz
Hofer012,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample012_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample012_Run2_R2.fastq.gz
Hofer012,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample012_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample012_Run3_R2.fastq.gz
Hofer013,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample013_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample013_Run1_R2.fastq.gz
Hofer013,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample013_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample013_Run2_R2.fastq.gz
Hofer013,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample013_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample013_Run3_R2.fastq.gz
Hofer014,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample014_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample014_Run1_R2.fastq.gz
Hofer014,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample014_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample014_Run2_R2.fastq.gz
Hofer014,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample014_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample014_Run3_R2.fastq.gz
Hofer015,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample015_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample015_Run1_R2.fastq.gz
Hofer015,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample015_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample015_Run2_R2.fastq.gz
Hofer015,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample015_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample015_Run3_R2.fastq.gz
Hofer016,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample016_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample016_Run1_R2.fastq.gz
Hofer016,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample016_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample016_Run2_R2.fastq.gz
Hofer016,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample016_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample016_Run3_R2.fastq.gz
Hofer017,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample017_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample017_Run1_R2.fastq.gz
Hofer017,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample017_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample017_Run2_R2.fastq.gz
Hofer017,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample017_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample017_Run3_R2.fastq.gz
Hofer018,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample018_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample018_Run1_R2.fastq.gz
Hofer018,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample018_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample018_Run2_R2.fastq.gz
Hofer018,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample018_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample018_Run3_R2.fastq.gz
Hofer019,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample019_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample019_Run1_R2.fastq.gz
Hofer019,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample019_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample019_Run2_R2.fastq.gz
Hofer019,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample019_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample019_Run3_R2.fastq.gz
Hofer020,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample020_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample020_Run1_R2.fastq.gz
Hofer020,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample020_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample020_Run2_R2.fastq.gz
Hofer020,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample020_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample020_Run3_R2.fastq.gz
Hofer021,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample021_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample021_Run1_R2.fastq.gz
Hofer021,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample021_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample021_Run2_R2.fastq.gz
Hofer021,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample021_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample021_Run3_R2.fastq.gz
Hofer022,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample022_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample022_Run1_R2.fastq.gz
Hofer022,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample022_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample022_Run2_R2.fastq.gz
Hofer022,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample022_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample022_Run3_R2.fastq.gz
Hofer023,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample023_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample023_Run1_R2.fastq.gz
Hofer023,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample023_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample023_Run2_R2.fastq.gz
Hofer023,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample023_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample023_Run3_R2.fastq.gz
Hofer024,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample024_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample024_Run1_R2.fastq.gz
Hofer024,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample024_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample024_Run2_R2.fastq.gz
Hofer024,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample024_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample024_Run3_R2.fastq.gz
Hofer025,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample025_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample025_Run1_R2.fastq.gz
Hofer025,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample025_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample025_Run2_R2.fastq.gz
Hofer025,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample025_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample025_Run3_R2.fastq.gz
Hofer026,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample026_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample026_Run1_R2.fastq.gz
Hofer026,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample026_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample026_Run2_R2.fastq.gz
Hofer026,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample026_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample026_Run3_R2.fastq.gz
Hofer027,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample027_Run1_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample027_Run1_R2.fastq.gz
Hofer027,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample027_Run2_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample027_Run2_R2.fastq.gz
Hofer027,Hofer,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample027_Run3_R1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/Sample027_Run3_R2.fastq.gz
