sample,dataset,fastq_1,fastq_2
Hefzi20,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570979_SRR3161776_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570979_SRR3161776_2.fastq.gz
Hefzi21,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570980_SRR3161777_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570980_SRR3161777_2.fastq.gz
Hefzi22,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570981_SRR3161778_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570981_SRR3161778_2.fastq.gz
Hefzi23,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570982_SRR3161779_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570982_SRR3161779_2.fastq.gz
Hefzi24,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570983_SRR3161780_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570983_SRR3161780_2.fastq.gz
Hefzi25,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570984_SRR3161781_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570984_SRR3161781_2.fastq.gz
Hefzi26,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570985_SRR3161782_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570985_SRR3161782_2.fastq.gz
Hefzi27,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570986_SRR3161783_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570986_SRR3161783_2.fastq.gz
Hefzi28,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570987_SRR3161784_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570987_SRR3161784_2.fastq.gz
Hefzi29,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570988_SRR3161785_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570988_SRR3161785_2.fastq.gz
Hefzi30,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570989_SRR3161786_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570989_SRR3161786_2.fastq.gz
Hefzi31,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570990_SRR3161787_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570990_SRR3161787_2.fastq.gz
Hefzi32,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570991_SRR3161788_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570991_SRR3161788_2.fastq.gz
Hefzi33,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570992_SRR3161789_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570992_SRR3161789_2.fastq.gz
Hefzi34,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570993_SRR3161790_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570993_SRR3161790_2.fastq.gz
Hefzi35,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570994_SRR3161791_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570994_SRR3161791_2.fastq.gz
Hefzi36,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570995_SRR3161792_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570995_SRR3161792_2.fastq.gz
Hefzi37,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570996_SRR3161793_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570996_SRR3161793_2.fastq.gz
Hefzi38,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570997_SRR3161794_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570997_SRR3161794_2.fastq.gz
Hefzi39,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570998_SRR3161795_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570998_SRR3161795_2.fastq.gz
Hefzi40,HefziGEM,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570999_SRR3161796_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX1570999_SRR3161796_2.fastq.gz
Orel01,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991083_SRR5812564_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991083_SRR5812564_2.fastq.gz
Orel02,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991084_SRR5812565_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991084_SRR5812565_2.fastq.gz
Orel03,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991085_SRR5812566_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991085_SRR5812566_2.fastq.gz
Orel04,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991086_SRR5812567_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991086_SRR5812567_2.fastq.gz
Orel05,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991087_SRR5812568_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991087_SRR5812568_2.fastq.gz
Orel06,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991088_SRR5812569_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991088_SRR5812569_2.fastq.gz
Orel07,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991089_SRR5812570_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991089_SRR5812570_2.fastq.gz
Orel07,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991089_SRR5812571_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991089_SRR5812571_2.fastq.gz
Orel08,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991090_SRR5812572_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991090_SRR5812572_2.fastq.gz
Orel08,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991090_SRR5812573_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991090_SRR5812573_2.fastq.gz
Orel09,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991091_SRR5812574_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991091_SRR5812574_2.fastq.gz
Orel09,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991091_SRR5812575_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991091_SRR5812575_2.fastq.gz
Orel10,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991092_SRR5812576_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991092_SRR5812576_2.fastq.gz
Orel10,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991092_SRR5812577_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991092_SRR5812577_2.fastq.gz
Orel11,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991093_SRR5812578_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991093_SRR5812578_2.fastq.gz
Orel11,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991093_SRR5812579_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991093_SRR5812579_2.fastq.gz
Orel12,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991094_SRR5812580_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991094_SRR5812580_2.fastq.gz
Orel12,Orellana,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991094_SRR5812581_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX2991094_SRR5812581_2.fastq.gz
Chiang01,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634288_SRR7779168_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634288_SRR7779168_2.fastq.gz
Chiang02,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634289_SRR7779169_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634289_SRR7779169_2.fastq.gz
Chiang03,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634290_SRR7779170_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634290_SRR7779170_2.fastq.gz
Chiang04,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634291_SRR7779171_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634291_SRR7779171_2.fastq.gz
Chiang05,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634292_SRR7779172_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634292_SRR7779172_2.fastq.gz
Chiang06,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634293_SRR7779173_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634293_SRR7779173_2.fastq.gz
Chiang07,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634294_SRR7779174_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634294_SRR7779174_2.fastq.gz
Chiang08,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634295_SRR7779175_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634295_SRR7779175_2.fastq.gz
Chiang09,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634296_SRR7779176_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634296_SRR7779176_2.fastq.gz
Chiang10,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634297_SRR7779177_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634297_SRR7779177_2.fastq.gz
Chiang11,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634298_SRR7779178_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634298_SRR7779178_2.fastq.gz
Chiang12,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634299_SRR7779179_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634299_SRR7779179_2.fastq.gz
Chiang13,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634300_SRR7779180_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634300_SRR7779180_2.fastq.gz
Chiang14,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634301_SRR7779181_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634301_SRR7779181_2.fastq.gz
Chiang15,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634302_SRR7779182_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634302_SRR7779182_2.fastq.gz
Chiang16,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634303_SRR7779183_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634303_SRR7779183_2.fastq.gz
Chiang17,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634304_SRR7779184_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634304_SRR7779184_2.fastq.gz
Chiang18,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634305_SRR7779185_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634305_SRR7779185_2.fastq.gz
Chiang19,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634306_SRR7779186_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634306_SRR7779186_2.fastq.gz
Chiang20,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634307_SRR7779187_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634307_SRR7779187_2.fastq.gz
Chiang21,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634308_SRR7779188_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634308_SRR7779188_2.fastq.gz
Chiang22,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634309_SRR7779189_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634309_SRR7779189_2.fastq.gz
Chiang23,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634310_SRR7779190_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634310_SRR7779190_2.fastq.gz
Chiang24,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634311_SRR7779191_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634311_SRR7779191_2.fastq.gz
Chiang25,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634312_SRR7779192_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634312_SRR7779192_2.fastq.gz
Chiang26,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634313_SRR7779193_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634313_SRR7779193_2.fastq.gz
Chiang27,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634314_SRR7779194_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634314_SRR7779194_2.fastq.gz
Chiang28,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634315_SRR7779195_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634315_SRR7779195_2.fastq.gz
Chiang29,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634316_SRR7779196_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634316_SRR7779196_2.fastq.gz
Chiang30,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634317_SRR7779197_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634317_SRR7779197_2.fastq.gz
Chiang31,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634318_SRR7779198_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634318_SRR7779198_2.fastq.gz
Chiang32,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634319_SRR7779199_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634319_SRR7779199_2.fastq.gz
Chiang33,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634320_SRR7779200_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634320_SRR7779200_2.fastq.gz
Chiang34,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634321_SRR7779201_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634321_SRR7779201_2.fastq.gz
Chiang35,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634322_SRR7779202_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634322_SRR7779202_2.fastq.gz
Chiang36,Chiang,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634323_SRR7779203_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX4634323_SRR7779203_2.fastq.gz
Tzani01,Tzani,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254142_SRR10572664_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254142_SRR10572664_2.fastq.gz
Tzani02,Tzani,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254143_SRR10572663_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254143_SRR10572663_2.fastq.gz
Tzani03,Tzani,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254144_SRR10572662_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254144_SRR10572662_2.fastq.gz
Tzani04,Tzani,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254145_SRR10572661_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254145_SRR10572661_2.fastq.gz
Tzani05,Tzani,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254146_SRR10572660_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254146_SRR10572660_2.fastq.gz
Tzani06,Tzani,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254147_SRR10572659_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254147_SRR10572659_2.fastq.gz
Tzani07,Tzani,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254148_SRR10572658_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254148_SRR10572658_2.fastq.gz
Tzani08,Tzani,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254149_SRR10572657_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7254149_SRR10572657_2.fastq.gz
Kol01,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656770_SRR10995631_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656770_SRR10995631_2.fastq.gz
Kol01,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656770_SRR10995632_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656770_SRR10995632_2.fastq.gz
Kol01,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656770_SRR10995633_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656770_SRR10995633_2.fastq.gz
Kol01,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656770_SRR10995634_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656770_SRR10995634_2.fastq.gz
Kol02,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656771_SRR10995635_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656771_SRR10995635_2.fastq.gz
Kol02,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656771_SRR10995636_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656771_SRR10995636_2.fastq.gz
Kol02,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656771_SRR10995637_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656771_SRR10995637_2.fastq.gz
Kol02,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656771_SRR10995638_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656771_SRR10995638_2.fastq.gz
Kol03,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656772_SRR10995639_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656772_SRR10995639_2.fastq.gz
Kol03,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656772_SRR10995640_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656772_SRR10995640_2.fastq.gz
Kol03,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656772_SRR10995641_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656772_SRR10995641_2.fastq.gz
Kol03,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656772_SRR10995642_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656772_SRR10995642_2.fastq.gz
Kol04,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656773_SRR10995643_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656773_SRR10995643_2.fastq.gz
Kol04,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656773_SRR10995644_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656773_SRR10995644_2.fastq.gz
Kol04,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656773_SRR10995645_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656773_SRR10995645_2.fastq.gz
Kol04,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656773_SRR10995646_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656773_SRR10995646_2.fastq.gz
Kol05,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656774_SRR10995647_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656774_SRR10995647_2.fastq.gz
Kol05,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656774_SRR10995648_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656774_SRR10995648_2.fastq.gz
Kol05,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656774_SRR10995649_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656774_SRR10995649_2.fastq.gz
Kol05,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656774_SRR10995650_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656774_SRR10995650_2.fastq.gz
Kol06,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656775_SRR10995651_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656775_SRR10995651_2.fastq.gz
Kol06,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656775_SRR10995652_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656775_SRR10995652_2.fastq.gz
Kol06,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656775_SRR10995653_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656775_SRR10995653_2.fastq.gz
Kol06,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656775_SRR10995654_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656775_SRR10995654_2.fastq.gz
Kol07,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656776_SRR10995655_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656776_SRR10995655_2.fastq.gz
Kol07,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656776_SRR10995656_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656776_SRR10995656_2.fastq.gz
Kol07,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656776_SRR10995657_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656776_SRR10995657_2.fastq.gz
Kol07,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656776_SRR10995658_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656776_SRR10995658_2.fastq.gz
Kol08,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656777_SRR10995659_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656777_SRR10995659_2.fastq.gz
Kol08,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656777_SRR10995660_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656777_SRR10995660_2.fastq.gz
Kol08,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656777_SRR10995661_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656777_SRR10995661_2.fastq.gz
Kol08,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656777_SRR10995662_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656777_SRR10995662_2.fastq.gz
Kol09,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656778_SRR10995663_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656778_SRR10995663_2.fastq.gz
Kol09,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656778_SRR10995664_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656778_SRR10995664_2.fastq.gz
Kol09,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656778_SRR10995665_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656778_SRR10995665_2.fastq.gz
Kol09,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656778_SRR10995666_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656778_SRR10995666_2.fastq.gz
Kol10,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656779_SRR10995667_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656779_SRR10995667_2.fastq.gz
Kol10,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656779_SRR10995668_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656779_SRR10995668_2.fastq.gz
Kol10,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656779_SRR10995669_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656779_SRR10995669_2.fastq.gz
Kol10,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656779_SRR10995670_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656779_SRR10995670_2.fastq.gz
Kol11,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656780_SRR10995671_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656780_SRR10995671_2.fastq.gz
Kol11,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656780_SRR10995672_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656780_SRR10995672_2.fastq.gz
Kol11,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656780_SRR10995673_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656780_SRR10995673_2.fastq.gz
Kol11,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656780_SRR10995674_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656780_SRR10995674_2.fastq.gz
Kol12,Kol,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656781_SRR10995675_1.fastq.gz,/data/borth/mriedl/data/P06-RawData/results/fastq/SRX7656781_SRR10995675_2.fastq.gz
